stamp	navigation_system	satellite_num	satellite_frequency 1 3 3	elevation	azimuth	
     1	129	153	0	0	43	34816
    10	14	184	0	0	43	35328
--------------------------
1568299167.040
     5	10	163	187	0	48	57856
     5	7	169	160	0	72	57344
     2	9	103	0	0	26	65024
     5	1	153	181	0	46	36608
     0	22	89	0	0	25	10753
     0	29	132	0	0	27	23808
     2	5	190	169	0	44	42496
     0	26	198	156	0	50	55808
     2	15	118	0	0	22	9216
     4	193	176	174	0	43	43520
     5	14	183	198	0	55	50688
     0	32	180	135	0	65	28160
     3	19	160	167	124	80	44544
     5	3	153	181	0	50	49920
     5	4	132	144	0	31	30976
     3	1	190	181	134	57	64000
     5	2	124	0	0	36	59392
     1	128	117	0	0	36	59648
     1	137	159	0	0	43	34816
     1	129	154	0	0	43	34816
    10	14	184	0	0	43	35328
--------------------------
1568299168.037
     5	10	162	186	0	48	57856
     5	7	169	162	0	72	57344
     2	9	95	0	0	26	65024
     5	1	153	183	0	46	36608
     0	22	91	0	0	25	10753
     0	29	131	0	0	27	23808
     2	5	190	170	0	44	42496
     0	26	197	156	0	50	55808
     2	15	115	0	0	22	9216
     4	193	176	173	0	43	43520
     5	14	184	199	0	55	50688
     0	32	180	135	0	65	28160
     3	19	158	167	126	80	44544
     5	3	154	180	0	50	49920
     5	4	132	144	0	31	30976
     3	1	191	182	134	57	64000
     5	2	126	0	0	36	59392
     1	128	119	0	0	36	59648
     1	137	160	0	0	43	34816
     1	129	152	0	0	43	34816
    10	14	185	0	0	43	35328
--------------------------
1568299169.035
     5	10	163	185	0	48	57856
     5	7	168	163	0	72	57344
     2	9	95	0	0	26	65024
     5	1	153	182	0	46	36608
     0	22	84	0	0	25	10753
     0	29	128	0	0	27	23808
     2	5	190	172	0	44	42496
     0	26	199	156	0	50	55808
     2	15	113	0	0	22	9216
     4	193	175	173	0	43	43520
     5	14	184	198	0	55	50688
     0	32	180	135	0	65	28160
     3	19	157	167	126	80	44544
     5	3	153	180	0	50	49920
     5	4	130	0	0	31	30976
     3	1	190	182	133	57	64000
     5	2	126	0	0	36	59392
     1	128	116	0	0	36	59648
     1	137	158	0	0	43	34816
     1	129	154	0	0	43	34816
    10	14	185	0	0	43	35328
--------------------------
1568299170.033
     5	10	161	185	0	48	57856
     5	7	169	161	0	72	57344
     2	9	91	0	0	26	65024
     5	1	153	182	0	46	36608
     0	22	86	0	0	25	10753
     0	29	130	0	0	27	23808
     2	5	192	172	0	44	42496
     0	26	198	157	0	50	55808
     2	15	114	0	0	22	9216
     4	193	175	174	0	43	43520
     5	14	183	196	0	55	50688
     0	32	178	137	0	65	28160
     3	19	158	167	127	80	44544
     5	3	153	181	0	50	49920
     5	4	126	0	0	31	30976
     3	1	190	182	136	57	64000
     5	2	124	0	0	36	59392
     1	128	119	0	0	36	59648
     1	137	160	0	0	43	34816
     1	129	148	0	0	43	34816
    10	14	185	0	0	43	35328
--------------------------
1568299171.028
     5	10	163	186	0	48	57856
     5	7	169	161	0	72	57344
     2	9	92	0	0	26	65024
     5	1	153	183	0	46	36608
     0	22	89	0	0	25	10753
     0	29	131	0	0	27	23808
     2	5	191	170	0	44	42496
     0	26	199	156	0	50	55808
     2	15	113	0	0	22	9216
     4	193	173	173	0	43	43520
     5	14	183	196	0	55	50688
     0	32	180	137	0	65	28160
     3	19	157	166	125	80	44544
     5	3	153	179	0	50	49920
     3	1	191	183	136	57	64000
     1	128	119	0	0	36	59648
     1	137	158	0	0	43	34816
     1	129	150	0	0	43	34816
    10	14	185	0	0	43	35328
--------------------------
1568299172.037
     5	10	164	187	0	48	57856
     5	7	168	159	0	72	57344
     2	9	96	0	0	26	65024
     5	1	153	180	0	46	36608
     0	22	91	0	0	25	10753
     0	29	127	0	0	27	23808
     2	5	191	172	0	44	42496
     0	26	199	158	0	50	55808
     2	15	117	0	0	22	9216
     4	193	174	171	0	43	43520
     5	14	183	196	0	55	50688
     0	32	181	137	0	65	28160
     3	19	158	168	128	80	44544
     5	3	153	178	0	50	49920
     5	4	128	0	0	31	30976
     3	1	192	183	136	57	64000
     1	128	118	0	0	36	59648
     1	137	159	0	0	43	34816
     1	129	153	0	0	43	34816
    10	14	184	0	0	43	35328
--------------------------
1568299173.023
     5	10	166	187	0	48	57856
     5	7	169	160	0	72	57344
     2	9	98	0	0	26	65024
     5	1	153	182	0	46	36608
     0	22	92	0	0	25	10753
     0	29	130	0	0	27	23808
     2	5	191	171	0	44	42496
     0	26	199	157	0	50	55808
     2	15	115	0	0	22	9216
     4	193	175	172	0	43	43520
     5	14	183	196	0	55	50688
     0	32	180	136	0	65	28160
     3	19	158	168	126	80	44544
     5	3	153	179	0	50	49920
     3	1	191	184	136	57	64000
     1	128	117	0	0	36	59648
     1	137	162	0	0	43	34816
     1	129	149	0	0	43	34816
    10	14	184	0	0	43	35328
--------------------------
1568299174.022
     5	10	165	185	0	48	57856
     5	7	169	162	0	72	57344
     2	9	95	0	0	26	65024
     5	1	153	181	0	46	36608
     0	22	89	0	0	25	10753
     0	29	130	0	0	27	23808
     2	5	191	170	0	44	42496
     0	26	199	156	0	50	55808
     2	15	113	0	0	22	9216
     4	193	174	173	0	43	43520
     5	14	184	197	0	55	50688
     0	32	177	136	0	65	28160
     3	19	158	166	125	80	44544
     5	3	153	178	0	50	49920
     3	1	192	183	136	57	64000
     1	128	118	0	0	36	59648
     1	137	162	0	0	43	34816
     1	129	150	0	0	43	34816
    10	14	184	0	0	43	35328
--------------------------
1568299175.017
     5	10	164	184	0	48	57856
     5	7	170	161	0	72	57344
     2	9	91	0	0	26	65024
     5	1	153	182	0	46	36608
     0	22	87	0	0	25	10753
     0	29	132	0	0	27	23808
     2	5	192	169	0	44	42496
     0	26	198	158	0	50	55808
     2	15	107	0	0	22	9216
     4	193	175	173	0	43	43520
     5	14	183	197	0	55	50688
     0	32	178	136	0	65	28160
     3	19	157	167	128	80	44544
     5	3	153	179	0	50	49920
     5	4	129	0	0	31	30976
     3	1	191	184	136	57	64000
     5	2	125	0	0	36	59392
     1	128	114	0	0	36	59648
     1	137	160	0	0	43	34816
     1	129	148	0	0	43	34816
    10	14	185	0	0	43	35328
--------------------------
1568299176.017
     5	10	164	184	0	48	57856
     5	7	168	162	0	72	57344
     2	9	91	0	0	26	65024
     5	1	152	182	0	46	36608
     0	22	81	0	0	25	10753
     0	29	132	0	0	27	23808
     2	5	191	169	0	44	42496
     0	26	198	157	0	50	55808
     2	15	110	0	0	22	9216
     4	193	174	174	0	43	43520
     5	14	183	198	0	55	50688
     0	32	178	136	0	65	28160
     3	19	157	166	126	80	44544
     5	3	153	178	0	50	49920
     5	4	126	0	0	31	30976
     3	1	190	183	135	57	64000
     5	2	126	0	0	36	59392
     1	128	119	0	0	36	59648
     1	137	159	0	0	43	34816
     1	129	148	0	0	43	34816
    10	14	185	0	0	43	35328
--------------------------
1568299177.012
     5	10	163	183	0	48	57856
     5	7	168	160	0	72	57344
     2	9	90	0	0	26	65024
     5	1	153	182	0	46	36608
     0	22	78	0	0	25	10753
     0	29	133	0	0	27	23808
     2	5	192	170	0	44	42496
     0	26	197	160	0	50	55808
     2	15	105	0	0	22	9216
     4	193	175	172	0	43	43520
     5	14	182	198	0	55	50688
     0	32	178	136	0	65	28160
     3	19	156	168	127	80	44544
     5	3	153	180	0	50	49920
     5	4	128	0	0	31	30976
     3	1	188	182	134	57	64000
     5	2	127	0	0	36	59392
     1	128	121	0	0	36	59648
     1	137	161	0	0	43	34816
     1	129	145	0	0	43	34816
    10	14	185	0	0	43	35328
--------------------------
1568299178.010
     5	10	164	184	0	48	57856
     5	7	167	160	0	72	57344
     2	9	88	0	0	26	65024
     5	1	152	180	0	46	36608
     0	22	82	0	0	25	10753
     0	29	131	0	0	27	23808
     2	5	190	170	0	44	42496
     0	26	198	160	0	50	55808
     2	15	112	0	0	22	9216
     4	193	173	173	0	43	43520
     5	14	183	198	0	55	50688
     0	32	178	135	0	65	28160
     3	19	157	168	127	80	44544
     5	3	153	180	0	50	49920
     3	1	188	182	133	57	64000
     5	2	123	0	0	36	59392
     1	128	118	0	0	36	59648
     1	137	159	0	0	43	34816
     1	129	147	0	0	43	34816
    10	14	184	0	0	43	35328
--------------------------
1568299179.005
     5	10	165	184	0	48	57856
     5	7	167	160	0	72	57344
     2	9	93	0	0	26	65024
     5	1	153	180	0	46	36608
     0	22	87	0	0	25	10753
     0	29	130	0	0	27	23808
     2	5	191	170	0	43	42496
     0	26	197	158	0	50	55808
     2	15	113	0	0	22	9216
     4	193	174	173	0	43	43520
     5	14	183	198	0	55	50688
     0	32	180	139	0	65	28160
     3	19	155	169	126	80	44544
     5	3	153	180	0	50	49920
     5	4	130	0	0	31	30976
     3	1	189	182	132	57	64000
     5	2	126	0	0	36	59392
     1	128	119	0	0	36	59648
     1	137	158	0	0	43	34816
     1	129	146	0	0	43	34816
    10	14	184	0	0	43	35328
--------------------------
1568299180.003
     5	10	165	186	0	48	57856
     5	7	168	159	0	72	57344
     2	9	94	0	0	26	65024
     5	1	154	180	0	46	36608
     0	22	87	0	0	25	10753
     0	29	132	0	0	27	23808
     2	5	190	170	0	43	42496
     0	26	199	158	0	50	55808
     2	15	110	0	0	22	9216
     4	193	172	174	0	43	43520
     5	14	182	199	0	55	50688
     0	32	178	138	0	65	28160
     3	19	156	168	126	80	44544
     5	3	153	180	0	50	49920
     5	4	130	0	0	31	30976
     3	1	189	182	134	57	64000
     5	2	126	0	0	36	59392
     1	128	120	0	0	36	59648
     1	137	160	0	0	43	34816
     1	129	147	0	0	43	34816
    10	14	184	0	0	43	35328
--------------------------
1568299180.998
     5	10	164	184	0	48	57856
     5	7	168	158	0	72	57344
     2	9	91	0	0	26	65024
     5	1	153	181	0	46	36608
     0	22	81	0	0	25	10753
     0	29	132	0	0	27	23808
     2	5	191	170	0	43	42496
     0	26	199	157	0	50	55808
     2	15	109	0	0	22	9216
     4	193	173	173	0	43	43520
     5	14	181	199	0	55	50688
     0	32	179	138	0	65	28160
     3	19	155	166	127	80	44544
     5	3	153	181	0	50	49920
     5	4	125	0	0	31	30976
     3	1	188	183	132	57	64000
     5	2	127	0	0	36	59392
     1	128	115	0	0	36	59648
     1	137	156	0	0	43	34816
     1	129	150	0	0	43	34816
    10	14	184	0	0	43	35328
--------------------------
1568299182.007
     5	10	163	184	0	48	57856
     5	7	168	159	0	72	57344
     2	9	91	0	0	26	65024
     5	1	154	181	0	46	36608
     0	22	82	0	0	25	10753
     0	29	129	0	0	27	23808
     2	5	192	170	0	43	42496
     0	26	198	156	0	50	55808
     2	15	112	0	0	22	9216
     4	193	174	173	0	43	43520
     5	14	183	199	0	55	50688
     0	32	178	138	0	65	28160
     3	19	157	166	125	80	44544
     5	3	154	180	0	50	49920
     3	1	190	184	133	57	64000
     1	128	117	0	0	36	59648
     1	137	157	0	0	43	34816
     1	129	147	0	0	43	34816
    10	14	183	0	0	43	35328
--------------------------
1568299182.996
     5	10	163	185	0	48	57856
     5	7	168	161	0	72	57344
     2	9	89	0	0	26	65024
     5	1	153	180	0	46	36608
     0	22	82	0	0	25	10753
     0	29	131	0	0	27	23808
     2	5	192	170	0	43	42496
     0	26	199	156	0	50	56064
     2	15	105	0	0	21	9216
     4	193	175	172	0	43	43520
     5	14	183	199	0	55	50688
     0	32	179	138	0	65	28160
     3	19	155	166	126	80	44544
     5	3	153	178	0	50	49920
     3	1	190	184	136	57	64000
     1	128	114	0	0	36	59648
     1	137	156	0	0	43	34816
     1	129	147	0	0	43	34816
    10	14	183	0	0	43	35328
--------------------------
1568299183.991
     5	10	162	185	0	48	57856
     5	7	168	162	0	72	57344
     2	9	92	0	0	26	65024
     5	1	153	180	0	46	36608
     0	22	80	0	0	25	10753
     0	29	132	0	0	27	23808
     2	5	193	170	0	43	42496
     0	26	200	155	0	50	56064
     2	15	107	0	0	21	9216
     4	193	172	172	0	43	43520
     5	14	184	199	0	55	50688
     0	32	180	137	0	65	28160
     3	19	158	166	126	80	44544
     5	3	152	179	0	50	49920
     3	1	190	184	135	57	64000
     1	128	117	0	0	36	59648
     1	137	156	0	0	43	34816
     1	129	149	0	0	43	34816
    10	14	183	0	0	43	35328
--------------------------
1568299184.991
     5	10	162	185	0	48	57856
     5	7	167	162	0	72	57344
     2	9	91	0	0	26	65024
     5	1	152	180	0	46	36608
     0	22	79	0	0	25	10753
     0	29	133	0	0	27	23808
     2	5	190	172	0	43	42496
     0	26	198	156	0	50	56064
     2	15	103	0	0	21	9216
     4	193	170	172	0	43	43520
     5	14	184	200	0	55	50688
     0	32	180	135	0	65	28160
     3	19	159	165	125	80	44544
     5	3	153	178	0	50	49920
     3	1	190	183	134	57	64000
     1	128	117	0	0	36	59648
     1	137	157	0	0	43	34816
     1	129	147	0	0	43	34816
    10	14	183	0	0	43	35328
--------------------------
1568299185.990
     5	10	164	186	0	48	57856
     5	7	168	160	0	72	57344
     2	9	94	0	0	26	65024
     5	1	152	180	0	46	36608
     0	22	83	0	0	25	10753
     0	29	132	0	0	27	23808
     2	5	192	170	0	43	42496
     0	26	199	157	0	50	56064
     2	15	98	0	0	21	9216
     4	193	170	172	0	43	43520
     5	14	183	198	0	55	50688
     0	32	182	136	0	65	28160
     3	19	159	165	125	80	44544
     5	3	153	178	0	50	49920
     5	4	128	0	0	31	30976
     3	1	190	182	134	57	64000
     1	128	117	0	0	36	59648
     1	137	159	0	0	43	34816
     1	129	147	0	0	43	34816
    10	14	183	0	0	43	35328
--------------------------
1568299186.981
     5	10	162	184	0	48	57856
     5	7	167	161	0	72	57344
     2	9	92	0	0	26	65024
     5	1	153	180	0	46	36608
     0	22	79	0	0	25	10753
     0	29	132	0	0	27	23808
     2	5	191	170	0	43	42496
     0	26	200	156	0	50	56064
     2	15	91	0	0	21	9216
     4	193	170	173	0	43	43520
     5	14	182	198	0	55	50688
     0	32	180	140	0	65	28160
     3	19	158	166	122	80	44544
     5	3	153	180	0	50	49920
     3	1	189	182	136	57	64000
     1	128	120	0	0	36	59648
     1	137	159	0	0	43	34816
     1	129	148	0	0	43	34816
    10	14	183	0	0	43	35328
--------------------------
1568299187.983
     5	10	165	184	0	48	57856
     5	7	168	161	0	72	57344
     2	9	91	0	0	26	65024
     5	1	153	180	0	46	36608
     0	22	78	0	0	25	10753
     0	29	131	0	0	27	23808
     2	5	191	171	0	43	42496
     0	26	198	156	0	50	56064
     2	15	86	0	0	21	9216
     4	193	169	174	0	43	43520
     5	14	181	198	0	55	50688
     0	32	180	137	0	65	28160
     3	19	159	165	127	80	44544
     5	3	153	179	0	50	49920
     5	4	128	0	0	31	30976
     3	1	189	181	133	57	64000
     1	128	118	0	0	36	59648
     1	137	161	0	0	43	34816
     1	129	150	0	0	43	34816
    10	14	185	0	0	43	35328
--------------------------
1568299188.983
     5	10	164	185	0	48	57856
     5	7	168	162	0	72	57344
     2	9	92	0	0	26	65024
     5	1	153	181	0	46	36608
     0	22	69	0	0	25	10753
     0	29	131	0	0	27	23808
     2	5	192	170	0	43	42496
     0	26	198	158	0	50	56064
     2	15	91	0	0	21	9216
     4	193	168	174	0	43	43520
     5	14	183	198	0	55	50688
     0	32	181	139	0	65	28160
     3	19	159	165	125	80	44544
     5	3	153	180	0	50	49920
     5	4	124	0	0	31	30976
     3	1	188	182	134	57	64000
     1	128	118	0	0	36	59648
     1	137	160	0	0	43	34816
     1	129	152	0	0	43	34816
    10	14	185	0	0	43	35328
--------------------------
1568299189.979
     5	10	164	184	0	48	57856
     5	7	167	160	0	72	57344
     2	9	96	0	0	26	65024
     5	1	153	179	0	46	36608
     0	22	67	0	0	25	10753
     0	29	135	0	0	27	23808
     2	5	192	171	0	43	42496
     0	26	197	158	0	50	56064
     2	15	86	0	0	21	9216
     4	193	168	174	0	43	43520
     5	14	183	198	0	55	50688
     0	32	181	140	0	65	28160
     3	19	157	166	125	80	44544
     5	3	153	181	0	50	49920
     5	4	129	0	0	31	30976
     3	1	190	181	134	57	64000
     1	128	120	0	0	36	59648
     1	137	160	0	0	43	34816
     1	129	147	0	0	43	34816
    10	14	185	0	0	43	35328
--------------------------
1568299190.975
     5	10	164	185	0	48	57856
     5	7	168	161	0	72	57344
     2	9	79	0	0	26	65024
     5	1	153	182	0	46	36608
     0	22	78	0	0	25	10753
     0	29	135	0	0	27	23808
     2	5	194	170	0	43	42496
     0	26	199	157	0	50	56064
     2	15	91	0	0	21	9216
     4	193	168	174	0	43	43520
     5	14	183	198	0	55	50688
     0	32	183	138	0	65	28160
     3	19	157	166	123	80	44544
     5	3	153	182	0	50	49920
     5	4	129	0	0	31	30976
     3	1	189	180	133	57	64000
     1	128	117	0	0	36	59648
     1	137	156	0	0	43	34816
     1	129	150	0	0	43	34816
    10	14	185	0	0	43	35328
--------------------------
1568299191.981
     5	10	163	184	0	48	57856
     5	7	167	163	0	72	57344
     2	9	92	0	0	26	65024
     5	1	153	182	0	46	36608
     0	22	78	0	0	25	10753
     0	29	136	0	0	27	23808
     2	5	194	169	0	43	42496
     0	26	199	159	0	50	56064
     2	15	98	0	0	21	9216
     4	193	168	175	0	43	43520
     5	14	183	198	0	55	50688
     0	32	182	138	0	65	28160
     3	19	158	165	122	80	44544
     5	3	153	181	0	50	49920
     3	1	189	180	133	57	64000
     1	128	122	0	0	36	59648
     1	137	156	0	0	43	34816
     1	129	150	0	0	43	34816
    10	14	184	0	0	43	35328
--------------------------
1568299192.977
     5	10	165	183	0	48	57856
     5	7	168	162	0	72	57344
     2	9	94	0	0	26	65024
     5	1	153	181	0	46	36608
     0	22	71	0	0	25	10753
     0	29	135	0	0	27	23808
     2	5	194	170	0	43	42496
     0	26	200	158	0	50	56064
     2	15	91	0	0	21	9216
     4	193	168	175	0	43	43520
     5	14	183	199	0	55	50688
     0	32	182	140	0	65	28160
     3	19	158	167	124	80	44544
     5	3	153	180	0	50	49920
     3	1	190	180	135	57	64000
     5	2	124	0	0	36	59392
     1	128	120	0	0	36	59648
     1	137	157	0	0	43	34816
     1	129	150	0	0	43	34816
    10	14	184	0	0	43	35328
--------------------------
